contig	pos	locus_ID	depth_a	depth_b	ratio	num_hets	total_depth	depth_per_het	Duplicate	std	z	abs_z
un	48746	2309	399	408	0.494423791822	24	807	33.625	1	14.2038727113	-0.316815004714	0.316815004714
un	49090	2334	1567	1584	0.497302443669	104	3151	30.2980769231	1	28.0668844014	-0.30284800687	0.30284800687
un	49176	2341	921	997	0.480187695516	60	1918	31.9666666667	1	21.8974884405	-1.73535883365	1.73535883365
un	49374	2355	311	245	0.559352517986	16	556	34.75	1	11.7898261226	2.79902346794	2.79902346794
un	50332	2406	1301	1326	0.495241720594	73	2627	35.9863013699	1	25.6271340575	-0.487764256899	0.487764256899
un	50590	2416	1647	1651	0.499393571862	89	3298	37.0561797753	1	28.7141080307	-0.0696521723001	0.0696521723001
un	50677	2425	2886	1192	0.707699852869	69	4078	59.1014492754	2	31.9296100822	26.5271012649	26.5271012649
un	51120	2443	4225	2234	0.654126025701	131	6459	49.3053435115	2	40.1839520207	24.7735712876	24.7735712876
un	51220	2444	531	462	0.534743202417	21	993	47.2857142857	1	15.7559512566	2.18964881512	2.18964881512
un	51320	2450	538	513	0.511893434824	29	1051	36.2413793103	1	16.2095650774	0.771149623095	0.771149623095
un	51404	2456	1665	1649	0.502414001207	82	3314	40.4146341463	1	28.7836759292	0.27793531374	0.27793531374
un	51924	2471	6824	5965	0.533583548362	167	12789	76.5808383234	2	56.5442304749	7.59582359496	7.59582359496
un	52127	2477	1721	1737	0.497686524002	108	3458	32.0185185185	1	29.402380856	-0.272086809541	0.272086809541
un	52915	2494	790	731	0.51939513478	34	1521	44.7352941176	1	19.5	1.51282051282	1.51282051282
un	53215	2506	1333	1350	0.496831904584	70	2683	38.3285714286	1	25.8988416729	-0.328200006291	0.328200006291
un	53616	2517	473	502	0.485128205128	24	975	40.625	1	15.612494996	-0.92874329207	0.92874329207
un	53707	2519	1138	636	0.641488162345	49	1774	36.2040816327	1	21.0594396887	11.9186456862	11.9186456862
un	53799	2526	210	210	0.5	27	420	15.5555555556	1	10.246950766	-0.0	0.0
un	53872	2528	969	954	0.503900156006	48	1923	40.0625	1	21.9260119493	0.342059468788	0.342059468788
un	54007	2534	318	276	0.535353535354	30	594	19.8	1	12.186057607	1.72328087371	1.72328087371
un	54248	2542	2192	1026	0.681168427595	52	3218	61.8846153846	2	28.3637092074	20.5544343914	20.5544343914
un	54436	2561	1586	1664	0.488	91	3250	35.7142857143	1	28.5043856275	-1.36821051012	1.36821051012
un	54749	2574	1074	1127	0.487960018174	73	2201	30.1506849315	1	23.4574082115	-1.12970707425	1.12970707425
un	54936	2584	266	265	0.500941619586	23	531	23.0869565217	1	11.5217186218	0.0433963036603	0.0433963036603
un	55232	2601	697	719	0.492231638418	35	1416	40.4571428571	1	18.8148877222	-0.584643403798	0.584643403798
un	55353	2604	1723	816	0.678613627412	32	2539	79.34375	2	25.1942453747	18.0001422252	18.0001422252
